poll_id,pollster_id,pollster,question_id,sample_size,pollscore,methodology,days_taken_from_election,end_date,start_date,state,candidate_name,pct,adjusted_weight
88794,1528,AtlasIntel,213380,4180,-0.8,Online Ad,24,2024-10-17,2024-10-12,National,Kamala Harris,47.6,1.25
88794,1528,AtlasIntel,213380,4180,-0.8,Online Ad,24,2024-10-17,2024-10-12,National,Donald Trump,50.7,1.25
88794,1528,AtlasIntel,213380,4180,-0.8,Online Ad,24,2024-10-17,2024-10-12,National,Jill Stein,0.8,1.25
88794,1528,AtlasIntel,213380,4180,-0.8,Online Ad,24,2024-10-17,2024-10-12,National,Chase Oliver,0.1,1.25
88794,1528,AtlasIntel,213380,4180,-0.8,Online Ad,24,2024-10-17,2024-10-12,National,Cornel West,0.1,1.25
88794,1528,AtlasIntel,213381,4180,-0.8,Online Ad,24,2024-10-17,2024-10-12,National,Kamala Harris,48.1,1.25
88794,1528,AtlasIntel,213381,4180,-0.8,Online Ad,24,2024-10-17,2024-10-12,National,Donald Trump,50.8,1.25
88765,1102,Emerson,213123,1000,-1.1,IVR/Online Panel/Text-to-Web,22,2024-10-16,2024-10-14,National,Kamala Harris,49.5,0.9090909090909091
88765,1102,Emerson,213123,1000,-1.1,IVR/Online Panel/Text-to-Web,22,2024-10-16,2024-10-14,National,Donald Trump,49.2,0.9090909090909091
88710,568,YouGov,212851,1457,-1.1,Online Panel,24,2024-10-15,2024-10-12,National,Kamala Harris,48,0.9090909090909091
88710,568,YouGov,212851,1457,-1.1,Online Panel,24,2024-10-15,2024-10-12,National,Donald Trump,45,0.9090909090909091
88710,568,YouGov,212851,1457,-1.1,Online Panel,24,2024-10-15,2024-10-12,National,Jill Stein,1,0.9090909090909091
88710,568,YouGov,212851,1457,-1.1,Online Panel,24,2024-10-15,2024-10-12,National,Cornel West,1,0.9090909090909091
88710,568,YouGov,212852,1314,-1.1,Online Panel,24,2024-10-15,2024-10-12,National,Kamala Harris,49,0.9090909090909091
88710,568,YouGov,212852,1314,-1.1,Online Panel,24,2024-10-15,2024-10-12,National,Donald Trump,45,0.9090909090909091
88710,568,YouGov,212852,1314,-1.1,Online Panel,24,2024-10-15,2024-10-12,National,Jill Stein,1,0.9090909090909091
88710,568,YouGov,212852,1314,-1.1,Online Panel,24,2024-10-15,2024-10-12,National,Cornel West,0,0.9090909090909091
88736,1597,Beacon/Shaw,212989,1110,-1.1,Live Phone/Text-to-Web,25,2024-10-14,2024-10-11,National,Kamala Harris,48,0.9090909090909091
88736,1597,Beacon/Shaw,212989,1110,-1.1,Live Phone/Text-to-Web,25,2024-10-14,2024-10-11,National,Donald Trump,50,0.9090909090909091
88736,1597,Beacon/Shaw,212990,870,-1.1,Live Phone/Text-to-Web,25,2024-10-14,2024-10-11,National,Kamala Harris,48,0.9090909090909091
88736,1597,Beacon/Shaw,212990,870,-1.1,Live Phone/Text-to-Web,25,2024-10-14,2024-10-11,National,Donald Trump,50,0.9090909090909091
88719,149,Fairleigh Dickinson,212865,806,-0.6,Live Phone/Text-to-Web,28,2024-10-14,2024-10-08,National,Kamala Harris,50,1.6666666666666667
88719,149,Fairleigh Dickinson,212865,806,-0.6,Live Phone/Text-to-Web,28,2024-10-14,2024-10-08,National,Donald Trump,47,1.6666666666666667
88703,241,Ipsos,212604,807,-0.9,Probability Panel,25,2024-10-13,2024-10-11,National,Kamala Harris,45,1.1111111111111112
88703,241,Ipsos,212604,807,-0.9,Probability Panel,25,2024-10-13,2024-10-11,National,Donald Trump,42,1.1111111111111112
88703,241,Ipsos,212605,769,-0.9,Probability Panel,25,2024-10-13,2024-10-11,National,Kamala Harris,47,1.1111111111111112
88703,241,Ipsos,212605,769,-0.9,Probability Panel,25,2024-10-13,2024-10-11,National,Donald Trump,44,1.1111111111111112
88703,241,Ipsos,213034,938,-0.9,Probability Panel,25,2024-10-13,2024-10-11,National,Kamala Harris,41,1.1111111111111112
88703,241,Ipsos,213034,938,-0.9,Probability Panel,25,2024-10-13,2024-10-11,National,Donald Trump,37,1.1111111111111112
88670,568,YouGov,212487,2712,-1.1,Online Panel,28,2024-10-11,2024-10-08,National,Kamala Harris,51,0.9090909090909091
88670,568,YouGov,212487,2712,-1.1,Online Panel,28,2024-10-11,2024-10-08,National,Donald Trump,48,0.9090909090909091
88711,1205,Marist,212859,1401,-0.9,Online Panel/Text-to-Web,28,2024-10-10,2024-10-08,National,Kamala Harris,52,1.1111111111111112
88711,1205,Marist,212859,1401,-0.9,Online Panel/Text-to-Web,28,2024-10-10,2024-10-08,National,Donald Trump,47,1.1111111111111112
88711,1205,Marist,212860,1708,-0.9,Online Panel/Text-to-Web,28,2024-10-10,2024-10-08,National,Kamala Harris,51,1.1111111111111112
88711,1205,Marist,212860,1708,-0.9,Online Panel/Text-to-Web,28,2024-10-10,2024-10-08,National,Donald Trump,48,1.1111111111111112
88712,1075,Marquette Law School,212866,780,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Kamala Harris,50,0.9090909090909091
88712,1075,Marquette Law School,212866,780,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Donald Trump,50,0.9090909090909091
88712,1075,Marquette Law School,212867,780,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Kamala Harris,43,0.9090909090909091
88712,1075,Marquette Law School,212867,780,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Donald Trump,39,0.9090909090909091
88712,1075,Marquette Law School,212867,780,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Robert F. Kennedy,10,0.9090909090909091
88712,1075,Marquette Law School,212867,780,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Chase Oliver,3,0.9090909090909091
88712,1075,Marquette Law School,212867,780,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Jill Stein,1,0.9090909090909091
88712,1075,Marquette Law School,212867,780,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Cornel West,3,0.9090909090909091
88712,1075,Marquette Law School,212868,652,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Kamala Harris,50,0.9090909090909091
88712,1075,Marquette Law School,212868,652,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Donald Trump,50,0.9090909090909091
88712,1075,Marquette Law School,212869,652,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Kamala Harris,44,0.9090909090909091
88712,1075,Marquette Law School,212869,652,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Donald Trump,41,0.9090909090909091
88712,1075,Marquette Law School,212869,652,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Robert F. Kennedy,9,0.9090909090909091
88712,1075,Marquette Law School,212869,652,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Chase Oliver,2,0.9090909090909091
88712,1075,Marquette Law School,212869,652,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Jill Stein,1,0.9090909090909091
88712,1075,Marquette Law School,212869,652,-1.1,Probability Panel,35,2024-10-10,2024-10-01,National,Cornel West,2,0.9090909090909091
88666,1292,Hart/POS,212485,1000,-0.7,Live Phone,32,2024-10-08,2024-10-04,National,Kamala Harris,46,1.4285714285714286
88666,1292,Hart/POS,212485,1000,-0.7,Live Phone,32,2024-10-08,2024-10-04,National,Donald Trump,47,1.4285714285714286
88666,1292,Hart/POS,212485,1000,-0.7,Live Phone,32,2024-10-08,2024-10-04,National,Robert F. Kennedy,2,1.4285714285714286
88666,1292,Hart/POS,212485,1000,-0.7,Live Phone,32,2024-10-08,2024-10-04,National,Cornel West,0,1.4285714285714286
88666,1292,Hart/POS,212485,1000,-0.7,Live Phone,32,2024-10-08,2024-10-04,National,Jill Stein,1,1.4285714285714286
88666,1292,Hart/POS,212485,1000,-0.7,Live Phone,32,2024-10-08,2024-10-04,National,Chase Oliver,1,1.4285714285714286
88666,1292,Hart/POS,212485,1000,-0.7,Live Phone,32,2024-10-08,2024-10-04,National,Randall A. Terry,0,1.4285714285714286
88666,1292,Hart/POS,212486,1000,-0.7,Live Phone,32,2024-10-08,2024-10-04,National,Kamala Harris,48,1.4285714285714286
88666,1292,Hart/POS,212486,1000,-0.7,Live Phone,32,2024-10-08,2024-10-04,National,Donald Trump,48,1.4285714285714286
88667,241,Ipsos,212479,2631,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Kamala Harris,49,1.1111111111111112
88667,241,Ipsos,212479,2631,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Donald Trump,48,1.1111111111111112
88667,241,Ipsos,212479,2631,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Cornel West,0,1.1111111111111112
88667,241,Ipsos,212479,2631,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Jill Stein,1,1.1111111111111112
88667,241,Ipsos,212479,2631,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Chase Oliver,1,1.1111111111111112
88667,241,Ipsos,212480,2226,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Kamala Harris,49,1.1111111111111112
88667,241,Ipsos,212480,2226,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Donald Trump,47,1.1111111111111112
88667,241,Ipsos,212480,2226,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Cornel West,0,1.1111111111111112
88667,241,Ipsos,212480,2226,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Jill Stein,1,1.1111111111111112
88667,241,Ipsos,212480,2226,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Chase Oliver,1,1.1111111111111112
88667,241,Ipsos,212481,1714,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Kamala Harris,50,1.1111111111111112
88667,241,Ipsos,212481,1714,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Donald Trump,48,1.1111111111111112
88667,241,Ipsos,212481,1714,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Cornel West,0,1.1111111111111112
88667,241,Ipsos,212481,1714,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Jill Stein,0,1.1111111111111112
88667,241,Ipsos,212481,1714,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Chase Oliver,1,1.1111111111111112
88667,241,Ipsos,212482,2631,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Kamala Harris,50,1.1111111111111112
88667,241,Ipsos,212482,2631,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Donald Trump,49,1.1111111111111112
88667,241,Ipsos,212483,2226,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Kamala Harris,50,1.1111111111111112
88667,241,Ipsos,212483,2226,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Donald Trump,49,1.1111111111111112
88667,241,Ipsos,212484,1714,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Kamala Harris,51,1.1111111111111112
88667,241,Ipsos,212484,1714,-0.9,Probability Panel,32,2024-10-08,2024-10-04,National,Donald Trump,48,1.1111111111111112
88590,568,YouGov,212126,1414,-1.1,Online Panel,30,2024-10-07,2024-10-06,National,Kamala Harris,47,0.9090909090909091
88590,568,YouGov,212126,1414,-1.1,Online Panel,30,2024-10-07,2024-10-06,National,Donald Trump,44,0.9090909090909091
88590,568,YouGov,212126,1414,-1.1,Online Panel,30,2024-10-07,2024-10-06,National,Jill Stein,1,0.9090909090909091
88590,568,YouGov,212126,1414,-1.1,Online Panel,30,2024-10-07,2024-10-06,National,Cornel West,0,0.9090909090909091
88590,568,YouGov,212127,1230,-1.1,Online Panel,30,2024-10-07,2024-10-06,National,Kamala Harris,49,0.9090909090909091
88590,568,YouGov,212127,1230,-1.1,Online Panel,30,2024-10-07,2024-10-06,National,Donald Trump,45,0.9090909090909091
88590,568,YouGov,212127,1230,-1.1,Online Panel,30,2024-10-07,2024-10-06,National,Jill Stein,1,0.9090909090909091
88590,568,YouGov,212127,1230,-1.1,Online Panel,30,2024-10-07,2024-10-06,National,Cornel West,0,0.9090909090909091
88558,241,Ipsos,211853,1272,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Kamala Harris,42,1.1111111111111112
88558,241,Ipsos,211853,1272,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Donald Trump,38,1.1111111111111112
88558,241,Ipsos,211854,1076,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Kamala Harris,46,1.1111111111111112
88558,241,Ipsos,211854,1076,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Donald Trump,43,1.1111111111111112
88558,241,Ipsos,211855,1076,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Kamala Harris,47,1.1111111111111112
88558,241,Ipsos,211855,1076,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Donald Trump,45,1.1111111111111112
88558,241,Ipsos,211856,1272,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Kamala Harris,48,1.1111111111111112
88558,241,Ipsos,211856,1272,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Donald Trump,47,1.1111111111111112
88558,241,Ipsos,211857,1076,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Kamala Harris,50,1.1111111111111112
88558,241,Ipsos,211857,1076,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Donald Trump,48,1.1111111111111112
88558,241,Ipsos,211858,1076,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Kamala Harris,51,1.1111111111111112
88558,241,Ipsos,211858,1076,-0.9,Probability Panel,32,2024-10-07,2024-10-04,National,Donald Trump,49,1.1111111111111112
88634,370,Pew,212275,4025,-0.4,Probability Panel,36,2024-10-06,2024-09-30,National,Kamala Harris,48,2.5
88634,370,Pew,212275,4025,-0.4,Probability Panel,36,2024-10-06,2024-09-30,National,Donald Trump,47,2.5
88634,370,Pew,212275,4025,-0.4,Probability Panel,36,2024-10-06,2024-09-30,National,Robert F. Kennedy,2,2.5
88634,370,Pew,212275,4025,-0.4,Probability Panel,36,2024-10-06,2024-09-30,National,Chase Oliver,1,2.5
88634,370,Pew,212275,4025,-0.4,Probability Panel,36,2024-10-06,2024-09-30,National,Jill Stein,1,2.5
88634,370,Pew,212275,4025,-0.4,Probability Panel,36,2024-10-06,2024-09-30,National,Cornel West,0,2.5
88634,370,Pew,212276,4025,-0.4,Probability Panel,36,2024-10-06,2024-09-30,National,Kamala Harris,50,2.5
88634,370,Pew,212276,4025,-0.4,Probability Panel,36,2024-10-06,2024-09-30,National,Donald Trump,49,2.5
88550,1424,Siena/NYT,211846,3385,-1.5,Live Phone,37,2024-10-06,2024-09-29,National,Kamala Harris,49,0.6666666666666666
88550,1424,Siena/NYT,211846,3385,-1.5,Live Phone,37,2024-10-06,2024-09-29,National,Donald Trump,46,0.6666666666666666
88550,1424,Siena/NYT,211847,3385,-1.5,Live Phone,37,2024-10-06,2024-09-29,National,Kamala Harris,47,0.6666666666666666
88550,1424,Siena/NYT,211847,3385,-1.5,Live Phone,37,2024-10-06,2024-09-29,National,Donald Trump,44,0.6666666666666666
88550,1424,Siena/NYT,211847,3385,-1.5,Live Phone,37,2024-10-06,2024-09-29,National,Jill Stein,1,0.6666666666666666
88550,1424,Siena/NYT,211847,3385,-1.5,Live Phone,37,2024-10-06,2024-09-29,National,Chase Oliver,1,0.6666666666666666
88527,568,YouGov,211691,1150,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Kamala Harris,46,0.9090909090909091
88527,568,YouGov,211691,1150,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Donald Trump,45,0.9090909090909091
88527,568,YouGov,211691,1150,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Cornel West,1,0.9090909090909091
88527,568,YouGov,211691,1150,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Jill Stein,1,0.9090909090909091
88527,568,YouGov,211691,1150,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Chase Oliver,1,0.9090909090909091
88527,568,YouGov,211692,1032,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Kamala Harris,47,0.9090909090909091
88527,568,YouGov,211692,1032,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Donald Trump,47,0.9090909090909091
88527,568,YouGov,211692,1032,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Cornel West,1,0.9090909090909091
88527,568,YouGov,211692,1032,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Jill Stein,1,0.9090909090909091
88527,568,YouGov,211692,1032,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Chase Oliver,1,0.9090909090909091
88527,568,YouGov,211790,1151,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Kamala Harris,48,0.9090909090909091
88527,568,YouGov,211790,1151,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Donald Trump,46,0.9090909090909091
88527,568,YouGov,211791,1033,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Kamala Harris,48,0.9090909090909091
88527,568,YouGov,211791,1033,-1.1,Online Panel,34,2024-10-04,2024-10-02,National,Donald Trump,47,0.9090909090909091
88515,1515,Data for Progress,211650,1211,-1.2,Online Panel,34,2024-10-03,2024-10-02,National,Kamala Harris,49,0.8333333333333334
88515,1515,Data for Progress,211650,1211,-1.2,Online Panel,34,2024-10-03,2024-10-02,National,Donald Trump,46,0.8333333333333334
88482,568,YouGov,211401,1463,-1.1,Online Panel,37,2024-10-01,2024-09-29,National,Kamala Harris,48,0.9090909090909091
88482,568,YouGov,211401,1463,-1.1,Online Panel,37,2024-10-01,2024-09-29,National,Donald Trump,45,0.9090909090909091
88482,568,YouGov,211401,1463,-1.1,Online Panel,37,2024-10-01,2024-09-29,National,Jill Stein,1,0.9090909090909091
88482,568,YouGov,211401,1463,-1.1,Online Panel,37,2024-10-01,2024-09-29,National,Cornel West,0,0.9090909090909091
88482,568,YouGov,211402,1261,-1.1,Online Panel,37,2024-10-01,2024-09-29,National,Kamala Harris,49,0.9090909090909091
88482,568,YouGov,211402,1261,-1.1,Online Panel,37,2024-10-01,2024-09-29,National,Donald Trump,46,0.9090909090909091
88482,568,YouGov,211402,1261,-1.1,Online Panel,37,2024-10-01,2024-09-29,National,Jill Stein,1,0.9090909090909091
88482,568,YouGov,211402,1261,-1.1,Online Panel,37,2024-10-01,2024-09-29,National,Cornel West,0,0.9090909090909091
88496,1102,Emerson,211489,1000,-1.1,IVR/Online Panel/Text-to-Web,37,2024-10-01,2024-09-29,National,Kamala Harris,50.2,0.9090909090909091
88496,1102,Emerson,211489,1000,-1.1,IVR/Online Panel/Text-to-Web,37,2024-10-01,2024-09-29,National,Donald Trump,48.6,0.9090909090909091
88506,1205,Marist,211548,1294,-0.9,Live Phone/Online Panel/Text-to-Web,39,2024-10-01,2024-09-27,National,Kamala Harris,50,1.1111111111111112
88506,1205,Marist,211548,1294,-0.9,Live Phone/Online Panel/Text-to-Web,39,2024-10-01,2024-09-27,National,Donald Trump,48,1.1111111111111112
88506,1205,Marist,211549,1514,-0.9,Live Phone/Online Panel/Text-to-Web,39,2024-10-01,2024-09-27,National,Kamala Harris,50,1.1111111111111112
88506,1205,Marist,211549,1514,-0.9,Live Phone/Online Panel/Text-to-Web,39,2024-10-01,2024-09-27,National,Donald Trump,47,1.1111111111111112
88554,1700,McCourtney Institute/YouGov,211844,848,-1.1,Online Panel,43,2024-09-27,2024-09-23,National,Kamala Harris,48,0.9090909090909091
88554,1700,McCourtney Institute/YouGov,211844,848,-1.1,Online Panel,43,2024-09-27,2024-09-23,National,Donald Trump,45,0.9090909090909091
88374,1302,Echelon Insights,210847,1005,-0.8,Online Panel,43,2024-09-25,2024-09-23,National,Kamala Harris,52,1.25
88374,1302,Echelon Insights,210847,1005,-0.8,Online Panel,43,2024-09-25,2024-09-23,National,Donald Trump,45,1.25
88374,1302,Echelon Insights,210848,1005,-0.8,Online Panel,43,2024-09-25,2024-09-23,National,Kamala Harris,49,1.25
88374,1302,Echelon Insights,210848,1005,-0.8,Online Panel,43,2024-09-25,2024-09-23,National,Donald Trump,44,1.25
88374,1302,Echelon Insights,210848,1005,-0.8,Online Panel,43,2024-09-25,2024-09-23,National,Robert F. Kennedy,2,1.25
88374,1302,Echelon Insights,210848,1005,-0.8,Online Panel,43,2024-09-25,2024-09-23,National,Chase Oliver,1,1.25
88374,1302,Echelon Insights,210848,1005,-0.8,Online Panel,43,2024-09-25,2024-09-23,National,Jill Stein,0,1.25
88374,1302,Echelon Insights,210848,1005,-0.8,Online Panel,43,2024-09-25,2024-09-23,National,Cornel West,0,1.25
88351,568,YouGov,210698,1424,-1.1,Online Panel,45,2024-09-24,2024-09-21,National,Kamala Harris,47,0.9090909090909091
88351,568,YouGov,210698,1424,-1.1,Online Panel,45,2024-09-24,2024-09-21,National,Donald Trump,44,0.9090909090909091
88351,568,YouGov,210698,1424,-1.1,Online Panel,45,2024-09-24,2024-09-21,National,Jill Stein,1,0.9090909090909091
88351,568,YouGov,210698,1424,-1.1,Online Panel,45,2024-09-24,2024-09-21,National,Cornel West,0,0.9090909090909091
88351,568,YouGov,210699,1220,-1.1,Online Panel,45,2024-09-24,2024-09-21,National,Kamala Harris,49,0.9090909090909091
88351,568,YouGov,210699,1220,-1.1,Online Panel,45,2024-09-24,2024-09-21,National,Donald Trump,46,0.9090909090909091
88351,568,YouGov,210699,1220,-1.1,Online Panel,45,2024-09-24,2024-09-21,National,Jill Stein,1,0.9090909090909091
88351,568,YouGov,210699,1220,-1.1,Online Panel,45,2024-09-24,2024-09-21,National,Cornel West,0,0.9090909090909091
88358,241,Ipsos,210599,871,-0.9,Probability Panel,46,2024-09-22,2024-09-20,National,Kamala Harris,46.61,1.1111111111111112
88358,241,Ipsos,210599,871,-0.9,Probability Panel,46,2024-09-22,2024-09-20,National,Donald Trump,40.48,1.1111111111111112
88358,241,Ipsos,210600,785,-0.9,Probability Panel,46,2024-09-22,2024-09-20,National,Kamala Harris,50,1.1111111111111112
88358,241,Ipsos,210600,785,-0.9,Probability Panel,46,2024-09-22,2024-09-20,National,Donald Trump,44,1.1111111111111112
88358,241,Ipsos,210761,1029,-0.9,Probability Panel,46,2024-09-22,2024-09-20,National,Kamala Harris,42,1.1111111111111112
88358,241,Ipsos,210761,1029,-0.9,Probability Panel,46,2024-09-22,2024-09-20,National,Donald Trump,38,1.1111111111111112
88325,1866,CNN/SSRS,210545,2074,-0.6,Probability Panel,47,2024-09-22,2024-09-19,National,Kamala Harris,48,1.6666666666666667
88325,1866,CNN/SSRS,210545,2074,-0.6,Probability Panel,47,2024-09-22,2024-09-19,National,Donald Trump,47,1.6666666666666667
88325,1866,CNN/SSRS,210545,2074,-0.6,Probability Panel,47,2024-09-22,2024-09-19,National,Jill Stein,1,1.6666666666666667
88325,1866,CNN/SSRS,210545,2074,-0.6,Probability Panel,47,2024-09-22,2024-09-19,National,Chase Oliver,2,1.6666666666666667
88325,1866,CNN/SSRS,210546,2074,-0.6,Probability Panel,47,2024-09-22,2024-09-19,National,Kamala Harris,47,1.6666666666666667
88325,1866,CNN/SSRS,210546,2074,-0.6,Probability Panel,47,2024-09-22,2024-09-19,National,Donald Trump,47,1.6666666666666667
88325,1866,CNN/SSRS,210546,2074,-0.6,Probability Panel,47,2024-09-22,2024-09-19,National,Jill Stein,1,1.6666666666666667
88325,1866,CNN/SSRS,210546,2074,-0.6,Probability Panel,47,2024-09-22,2024-09-19,National,Chase Oliver,2,1.6666666666666667
88328,396,Quinnipiac,210568,1728,-0.5,Live Phone,47,2024-09-22,2024-09-19,National,Kamala Harris,47,2
